pathway,source,interactiontype,target
EGFR tyrosine kinase inhibitor resistance,met,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,met,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,igf1r,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,igf1r,activation,src
EGFR tyrosine kinase inhibitor resistance,igf1r,activation,gab1
EGFR tyrosine kinase inhibitor resistance,igf1r,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,igf1r,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,kdr,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,kdr,activation,src
EGFR tyrosine kinase inhibitor resistance,kdr,activation,gab1
EGFR tyrosine kinase inhibitor resistance,kdr,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,kdr,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,pdgfra*pdgfrb,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,pdgfra*pdgfrb,activation,src
EGFR tyrosine kinase inhibitor resistance,pdgfra*pdgfrb,activation,gab1
EGFR tyrosine kinase inhibitor resistance,pdgfra*pdgfrb,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,pdgfra*pdgfrb,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,fgfr3*fgfr2,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,fgfr3*fgfr2,activation,src
EGFR tyrosine kinase inhibitor resistance,fgfr3*fgfr2,activation,gab1
EGFR tyrosine kinase inhibitor resistance,fgfr3*fgfr2,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,fgfr3*fgfr2,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,axl,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,axl,activation,src
EGFR tyrosine kinase inhibitor resistance,axl,activation,gab1
EGFR tyrosine kinase inhibitor resistance,axl,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,axl,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,il6r,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,il6r,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,il6r,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,il6r,activation,src
EGFR tyrosine kinase inhibitor resistance,il6r,activation,gab1
EGFR tyrosine kinase inhibitor resistance,egfr,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,egfr,activation,src
EGFR tyrosine kinase inhibitor resistance,egfr,activation,gab1
EGFR tyrosine kinase inhibitor resistance,egfr,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,egfr,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,erbb2*egfr,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,erbb2*egfr,activation,src
EGFR tyrosine kinase inhibitor resistance,erbb2*egfr,activation,gab1
EGFR tyrosine kinase inhibitor resistance,erbb2*egfr,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,erbb2*egfr,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,erbb3*met,activation,gab1
EGFR tyrosine kinase inhibitor resistance,erbb3*met,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,erbb3*met,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,erbb3*egfr,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,erbb3*egfr,activation,src
EGFR tyrosine kinase inhibitor resistance,erbb3*egfr,activation,gab1
EGFR tyrosine kinase inhibitor resistance,erbb3*egfr,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,erbb3*egfr,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,erbb2*erbb3,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,erbb2*erbb3,activation,src
EGFR tyrosine kinase inhibitor resistance,erbb2*erbb3,activation,gab1
EGFR tyrosine kinase inhibitor resistance,erbb2*erbb3,activation,plcg1*plcg2
EGFR tyrosine kinase inhibitor resistance,erbb2*erbb3,activation,shc2*shc4*shc3*shc1
EGFR tyrosine kinase inhibitor resistance,erbb3*met,activation,jak1*jak2
EGFR tyrosine kinase inhibitor resistance,erbb3*met,activation,src
EGFR tyrosine kinase inhibitor resistance,gab1,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
EGFR tyrosine kinase inhibitor resistance,plcg1*plcg2,activation,c00165
EGFR tyrosine kinase inhibitor resistance,shc2*shc4*shc3*shc1,activation,grb2
EGFR tyrosine kinase inhibitor resistance,jak1*jak2,activation$phosphorylation,stat3
EGFR tyrosine kinase inhibitor resistance,src,activation$phosphorylation,stat3
EGFR tyrosine kinase inhibitor resistance,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,activation,c05981
EGFR tyrosine kinase inhibitor resistance,c00165,activation,prkca*prkcb*prkcg
EGFR tyrosine kinase inhibitor resistance,grb2,activation,sos1*sos2
EGFR tyrosine kinase inhibitor resistance,stat3,binding/association,stat3
EGFR tyrosine kinase inhibitor resistance,c05981,activation,akt3*akt1*akt2
EGFR tyrosine kinase inhibitor resistance,prkca*prkcb*prkcg,activation$indirect effect,araf*raf1*braf
EGFR tyrosine kinase inhibitor resistance,sos1*sos2,activation,hras*kras*nras
EGFR tyrosine kinase inhibitor resistance,akt3*akt1*akt2,activation$phosphorylation,mtor
EGFR tyrosine kinase inhibitor resistance,akt3*akt1*akt2,inhibition$phosphorylation,bad
EGFR tyrosine kinase inhibitor resistance,akt3*akt1*akt2,inhibition$phosphorylation,gsk3b
EGFR tyrosine kinase inhibitor resistance,akt3*akt1*akt2,inhibition$phosphorylation,foxo3
EGFR tyrosine kinase inhibitor resistance,hras*kras*nras,activation,araf*raf1*braf
EGFR tyrosine kinase inhibitor resistance,mtor,activation$phosphorylation,rps6kb1*rps6kb2
EGFR tyrosine kinase inhibitor resistance,mtor,inhibition$phosphorylation,eif4ebp1
EGFR tyrosine kinase inhibitor resistance,foxo3,expression,bcl2l11
EGFR tyrosine kinase inhibitor resistance,araf*raf1*braf,activation$phosphorylation,map2k1*map2k2
EGFR tyrosine kinase inhibitor resistance,rps6kb1*rps6kb2,activation,rps6
EGFR tyrosine kinase inhibitor resistance,eif4ebp1,inhibition,eif4e*eif4e1b*eif4e2
EGFR tyrosine kinase inhibitor resistance,map2k1*map2k2,activation$phosphorylation,mapk1*mapk3
EGFR tyrosine kinase inhibitor resistance,mapk1*mapk3,inhibition$phosphorylation,bcl2l11
EGFR tyrosine kinase inhibitor resistance,bcl2l11,activation,bax
EGFR tyrosine kinase inhibitor resistance,bcl2l11,inhibition,bcl2l1
EGFR tyrosine kinase inhibitor resistance,bcl2l11,inhibition,bcl2
EGFR tyrosine kinase inhibitor resistance,bcl2l1,inhibition,bax
EGFR tyrosine kinase inhibitor resistance,bcl2,inhibition,bax
Endocrine resistance,mapk8*mapk9*mapk10,activation$phosphorylation,carm1*med1*ncoa3
Endocrine resistance,mapk8*mapk9*mapk10,activation$phosphorylation,fos*jun*sp1
Endocrine resistance,bcl2,inhibition,bax
Endocrine resistance,bcl2,inhibition,bad
Endocrine resistance,bcl2,inhibition,bik
Endocrine resistance,jag1*jag2,activation,notch1*notch2*notch3*notch4
Endocrine resistance,dll3*dll1*dll4,activation,notch1*notch2*notch3*notch4
Endocrine resistance,ccnd1,activation,cdk4
Endocrine resistance,mdm2,inhibition,tp53
Endocrine resistance,mapk14*mapk11*mapk13*mapk12,activation$phosphorylation,esr1*esr2
Endocrine resistance,mapk14*mapk11*mapk13*mapk12,activation$phosphorylation,carm1*med1*ncoa3
Endocrine resistance,mapk14*mapk11*mapk13*mapk12,activation$phosphorylation,fos*jun*sp1
Endocrine resistance,mapk8*mapk9*mapk10,activation$phosphorylation,esr1*esr2
Endocrine resistance,c00951,missing interaction,esr1*esr2
Endocrine resistance,dr:d01161,inhibition,esr1*esr2
Endocrine resistance,c16547,inhibition,esr1*esr2
Endocrine resistance,c00951,activation,gper1
Endocrine resistance,igf1,activation,igf1r
Endocrine resistance,erbb2,activation,shc2*shc4*shc3*shc1
Endocrine resistance,erbb2,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Endocrine resistance,dr:d08559,activation,gper1
Endocrine resistance,tp53,activation,cdkn2a
Endocrine resistance,tp53,activation,cdkn2c
Endocrine resistance,tp53,activation,cdkn1a
Endocrine resistance,tp53,activation,cdkn1b
Endocrine resistance,igf1r,activation,shc2*shc4*shc3*shc1
Endocrine resistance,igf1r,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Endocrine resistance,gper1,activation,gnas
Endocrine resistance,gper1,binding/association,ptk2
Endocrine resistance,gper1,binding/association,src
Endocrine resistance,cdkn2a,inhibition,cdk4
Endocrine resistance,cdkn2c,inhibition,cdk4
Endocrine resistance,cdkn1a,inhibition,cdk4
Endocrine resistance,cdkn1b,inhibition,cdk4
Endocrine resistance,gnas,activation,src
Endocrine resistance,gnas,activation,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4
Endocrine resistance,ptk2,binding/association,src
Endocrine resistance,ptk2,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Endocrine resistance,cdk4,inhibition,rb1
Endocrine resistance,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4,activation,c00575
Endocrine resistance,rb1,inhibition,e2f1*e2f2*e2f3
Endocrine resistance,c00575,activation,prkaca*prkacb*prkacg
Endocrine resistance,prkaca*prkacb*prkacg,activation$phosphorylation,esr1*esr2
Endocrine resistance,prkaca*prkacb*prkacg,activation$phosphorylation,carm1*med1*ncoa3
Endocrine resistance,prkaca*prkacb*prkacg,activation$phosphorylation,fos*jun*sp1
Endocrine resistance,prkaca*prkacb*prkacg,activation$phosphorylation,rps6kb1*rps6kb2
Endocrine resistance,prkaca*prkacb*prkacg,inhibition$phosphorylation,araf*raf1*braf
Endocrine resistance,esr1*esr2,binding/association,carm1*med1*ncoa3
Endocrine resistance,rps6kb1*rps6kb2,activation$phosphorylation,carm1*med1*ncoa3
Endocrine resistance,carm1*med1*ncoa3,binding/association,src
Endocrine resistance,src,activation$phosphorylation,esr1*esr2
Endocrine resistance,src,activation$phosphorylation,carm1*med1*ncoa3
Endocrine resistance,src,activation$phosphorylation,fos*jun*sp1
Endocrine resistance,src,activation,mmp2*mmp9
Endocrine resistance,mmp2*mmp9,activation,hbegf
Endocrine resistance,hbegf,activation,hbegf
Endocrine resistance,hbegf,activation,egfr
Endocrine resistance,egfr,activation,shc2*shc4*shc3*shc1
Endocrine resistance,egfr,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Endocrine resistance,shc2*shc4*shc3*shc1,activation,grb2
Endocrine resistance,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,activation$indirect effect,akt3*akt1*akt2
Endocrine resistance,grb2,activation,sos1*sos2
Endocrine resistance,akt3*akt1*akt2,activation$indirect effect,mtor
Endocrine resistance,sos1*sos2,activation,hras*kras*nras
Endocrine resistance,mtor,activation,rps6kb1*rps6kb2
Endocrine resistance,hras*kras*nras,activation,araf*raf1*braf
Endocrine resistance,rps6kb1*rps6kb2,activation$phosphorylation,esr1*esr2
Endocrine resistance,rps6kb1*rps6kb2,activation$phosphorylation,fos*jun*sp1
Endocrine resistance,araf*raf1*braf,activation$phosphorylation,map2k1*map2k2
Endocrine resistance,carm1*med1*ncoa3,binding/association,fos*jun*sp1
Endocrine resistance,esr1*esr2,binding/association,ncor1
Endocrine resistance,map2k1*map2k2,activation$phosphorylation,mapk1*mapk3
Endocrine resistance,mapk1*mapk3,activation$phosphorylation,jun
Endocrine resistance,mapk1*mapk3,activation$phosphorylation,fos
Endocytosis,ehd3,binding/association,rbsn
Endocytosis,dab2*ldlrap1,binding/association,ldlr
Endocytosis,sh3kbp1*cblc*cbl*cblb*sh3glb1*sh3glb2*sh3gl1*sh3gl2*sh3gl3,binding/association,egfr*fgfr3*fgfr2*fgfr4*igf1r*pdgfra
Endocytosis,epn2*epn1*epn3*eps15*eps15l1,binding/association,egfr*fgfr3*fgfr2*fgfr4*igf1r*pdgfra
Endocytosis,grk7*grk2*grk3*grk4*grk5*grk6*grk1*arrb1*arrb2,phosphorylation,ccr5*cxcr1*cxcr2*cxcr4
Endocytosis,mvb12b*mvb12a,binding/association,pdcd6ip
Endocytosis,rnf41*wwp1*nedd4l*cblc*mdm2*nedd4*smurf1*smurf2*traf6*itch*cbl*cblb,ubiquitination,egfr*fgfr3*fgfr2*fgfr4*igf1r*pdgfra
Endocytosis,hgs,binding/association,stam2*stam
Endocytosis,chmp1a*chmp1b,binding/association,vta1*vps4a*vps4b
Endocytosis,chmp5,binding/association,vps4a*vps4b
Endocytosis,chmp1a*chmp1b,binding/association,chmp2b*chmp2a
Endocytosis,chmp7,binding/association,chmp4b*chmp4a*chmp4c
Endocytosis,tgfbr1*tgfbr2,phosphorylation,smad2*smad3
Endocytosis,clta*cltb*cltc*cltcl1*ap2m1*ap2s1*ap2a1*ap2a2*ap2b1,binding/association,ehd2
Endocytosis,src,phosphorylation,cav1*cav2*cav3
Endocytosis,rhoa,binding/association,il2ra*il2rb*il2rg
Endocytosis,vps45,binding/association,rbsn
Endocytosis,vps4a*vps4b,binding/association,vta1
Endocytosis,chmp4b*chmp4a*chmp4c,binding/association,pdcd6ip
Endocytosis,rbsn,binding/association,ehd1
Endocytosis,rbsn,binding/association,rab4a
Endocytosis,ehd1,binding/association,rab11fip2*rab11fip5*rab11fip1
Endocytosis,rab4a,binding/association,rufy2*rufy1
Endocytosis,rab11fip2*rab11fip5*rab11fip1,binding/association,rab11a*rab11b
Epithelial cell signaling in Helicobacter pylori infection,pak1,activation,map3k14
Epithelial cell signaling in Helicobacter pylori infection,mapk14*mapk11*mapk13*mapk12,expression,cxcl8
Epithelial cell signaling in Helicobacter pylori infection,mapk14*mapk11*mapk13*mapk12,expression,cxcl1*cxcl2*cxcl3
Epithelial cell signaling in Helicobacter pylori infection,adam17,activation,hbegf
Epithelial cell signaling in Helicobacter pylori infection,csk,inhibition,lyn*src
Epithelial cell signaling in Helicobacter pylori infection,igsf5*f11r*jam2*jam3,binding/association,tjp1
Epithelial cell signaling in Helicobacter pylori infection,ptprz1,phosphorylation$indirect effect,git1
Epithelial cell signaling in Helicobacter pylori infection,pak1,indirect effect$phosphorylation,map2k4
Epithelial cell signaling in Helicobacter pylori infection,nod1,indirect effect,nfkb1*rela
Epithelial cell signaling in Helicobacter pylori infection,map3k14,activation$phosphorylation,ikbkb*ikbkg*chuk
Epithelial cell signaling in Helicobacter pylori infection,map2k4,activation$phosphorylation,mapk8*mapk9*mapk10
Epithelial cell signaling in Helicobacter pylori infection,chuk,activation$phosphorylation,nfkbia
Epithelial cell signaling in Helicobacter pylori infection,ikbkb,activation$phosphorylation,nfkbia
Epithelial cell signaling in Helicobacter pylori infection,mapk8*mapk9*mapk10,activation,jun
Epithelial cell signaling in Helicobacter pylori infection,nfkbia,dissociation,nfkb1*rela
Epithelial cell signaling in Helicobacter pylori infection,jun,expression,cxcl8
Epithelial cell signaling in Helicobacter pylori infection,jun,expression,cxcl1*cxcl2*cxcl3
Epithelial cell signaling in Helicobacter pylori infection,nfkb1*rela,expression,ccl5
Epithelial cell signaling in Helicobacter pylori infection,nfkb1*rela,expression,cxcl1*cxcl2*cxcl3
Epithelial cell signaling in Helicobacter pylori infection,nfkb1*rela,expression,cxcl8
Epithelial cell signaling in Helicobacter pylori infection,cxcl8,activation,cxcr1*cxcr2
Epithelial cell signaling in Helicobacter pylori infection,cxcr1*cxcr2,indirect effect,adam10
Epithelial cell signaling in Helicobacter pylori infection,adam10,activation,hbegf
Epithelial cell signaling in Helicobacter pylori infection,hbegf,activation,egfr
Fanconi anemia pathway,rmi2*top3a*top3b*blm*rmi1,binding/association,rpa4*rpa1*rpa2*rpa3
Fanconi anemia pathway,wdr48*usp1,inhibition,fancl
Fanconi anemia pathway,rmi2*top3a*top3b*blm*rmi1,binding/association,fancm
Fanconi anemia pathway,brip1,binding/association,palb2*brca2
Fanconi anemia pathway,brip1,activation,pms2*mlh1
Fanconi anemia pathway,fancm,binding/association,faap24
Fanconi anemia pathway,faap24,binding/association,telo2
Fanconi anemia pathway,telo2,activation,atr
Fanconi anemia pathway,atr,phosphorylation,brca1
Fanconi anemia pathway,atr*atrip,phosphorylation,fancm
Fanconi anemia pathway,atr*atrip,phosphorylation,fanci
Fanconi anemia pathway,atr*atrip,phosphorylation,fancg
Fanconi anemia pathway,atr*atrip,phosphorylation,fanca
Fanconi anemia pathway,fancm,binding/association,cenps-cort*cenpx*cenps
Fanconi anemia pathway,fancm*fance*fancc*cenps-cort*cenpx*cenps*hes1*ube2t*faap24*faap100*fancb*fancg*fancl*fanca*fancf,ubiquitination,fancd2
Fanconi anemia pathway,fancm*fance*fancc*cenps-cort*cenpx*cenps*hes1*ube2t*faap24*faap100*fancb*fancg*fancl*fanca*fancf,ubiquitination,fanci
Fanconi anemia pathway,fancd2,activation,fan1
Fanconi anemia pathway,fancd2,activation,brca2
Fanconi anemia pathway,fan1,activation,pms2*mlh1
Fanconi anemia pathway,brca2,activation,rad51
Fanconi anemia pathway,palb2*brca2,activation,rad51c
Fat digestion and absorption,mogat3*mogat2,compound,dgat2*dgat1
Fat digestion and absorption,fabp2,binding/association,c00162
Fat digestion and absorption,fabp1,binding/association,c00162
Fat digestion and absorption,agpat1*agpat2,compound,plpp1*plpp2*plpp3
Fat digestion and absorption,plpp1*plpp2*plpp3,compound,dgat2*dgat1
Fc epsilon RI signaling pathway,lyn,activation$phosphorylation,ms4a2
Fc epsilon RI signaling pathway,lyn,activation$phosphorylation,fcer1g
Fc epsilon RI signaling pathway,lyn,activation$phosphorylation,btk
Fc epsilon RI signaling pathway,lyn,activation$phosphorylation,syk
Fc epsilon RI signaling pathway,hsa:102723407,activation,fcer1g*fcer1a*ms4a2
Fc epsilon RI signaling pathway,hsa:102723407,activation,fcer1a*ms4a2*fcer1g
Fc epsilon RI signaling pathway,lyn,inhibition,fyn
Fc epsilon RI signaling pathway,inpp5d,inhibition,c05981
Fc epsilon RI signaling pathway,syk,activation,gab2
Fc epsilon RI signaling pathway,syk,activation$phosphorylation,plcg1*plcg2
Fc epsilon RI signaling pathway,syk,activation$phosphorylation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Fc epsilon RI signaling pathway,syk,activation$phosphorylation,lcp2
Fc epsilon RI signaling pathway,syk,activation$phosphorylation,vav3*vav1*vav2
Fc epsilon RI signaling pathway,syk,binding/association,fcer1g
Fc epsilon RI signaling pathway,syk,activation$phosphorylation,lat
Fc epsilon RI signaling pathway,fyn,activation$phosphorylation,gab2
Fc epsilon RI signaling pathway,c05981,binding/association,plcg1*plcg2
Fc epsilon RI signaling pathway,lcp2,activation,plcg1*plcg2
Fc epsilon RI signaling pathway,lcp2,activation,vav3*vav1*vav2
Fc epsilon RI signaling pathway,lat,activation,grb2
Fc epsilon RI signaling pathway,gab2,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Fc epsilon RI signaling pathway,vav3*vav1*vav2,activation,rac1*rac2*rac3
Fc epsilon RI signaling pathway,grb2,activation,sos1*sos2
Fc epsilon RI signaling pathway,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,compound,plcg1*plcg2
Fc epsilon RI signaling pathway,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,activation,pdpk1
Fc epsilon RI signaling pathway,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,activation,rac1*rac2*rac3
Fc epsilon RI signaling pathway,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,compound,btk
Fc epsilon RI signaling pathway,sos1*sos2,activation,hras*kras*nras
Fc epsilon RI signaling pathway,pdpk1,activation,akt3*akt1*akt2
Fc epsilon RI signaling pathway,rac1*rac2*rac3,activation,map2k7*map2k4
Fc epsilon RI signaling pathway,rac1*rac2*rac3,activation,map2k3*map2k6
Fc epsilon RI signaling pathway,btk,activation$phosphorylation,plcg1*plcg2
Fc epsilon RI signaling pathway,hras*kras*nras,activation,raf1
Fc epsilon RI signaling pathway,map2k7*map2k4,activation,mapk8*mapk9*mapk10
Fc epsilon RI signaling pathway,map2k3*map2k6,activation,mapk14*mapk11*mapk13*mapk12
Fc epsilon RI signaling pathway,plcg1*plcg2,activation,c01245
Fc epsilon RI signaling pathway,plcg1*plcg2,compound,prkca
Fc epsilon RI signaling pathway,raf1,activation,map2k1*map2k2
Fc epsilon RI signaling pathway,map2k1*map2k2,activation$phosphorylation,mapk1*mapk3
Fc epsilon RI signaling pathway,mapk1*mapk3,activation,pla2g4b*pla2g4e*pla2g4f*pla2g4d*pla2g4a*pla2g4c*jmjd7-pla2g4b
Fc epsilon RI signaling pathway,pla2g4b*pla2g4e*pla2g4f*pla2g4d*pla2g4a*pla2g4c*jmjd7-pla2g4b,activation,c00219
Fluid shear stress and atherosclerosis,c16845,activation$indirect effect,prkcz
Fluid shear stress and atherosclerosis,ctnnb1*cdh5*kdr,activation$indirect effect,prkaa1*prkaa2
Fluid shear stress and atherosclerosis,bmp4,activation,bmpr1a*bmpr1b*bmpr2*acvr1*acvr2a*acvr2b
Fluid shear stress and atherosclerosis,c00925*c00607*c00518,binding/association,gpc1*sdc1*sdc2*sdc4
Fluid shear stress and atherosclerosis,il1r1*il1r2,activation$indirect effect,map3k5
Fluid shear stress and atherosclerosis,ctnnb1*cdh5*kdr,activation$indirect effect,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Fluid shear stress and atherosclerosis,il1r1*il1r2,activation$indirect effect,map3k7
Fluid shear stress and atherosclerosis,kdr*cdh5*pecam1,activation$indirect effect,itgav*itgb3
Fluid shear stress and atherosclerosis,tnfrsf1a,activation$indirect effect,map3k5
Fluid shear stress and atherosclerosis,tnfrsf1a,activation$indirect effect,map3k7
Fluid shear stress and atherosclerosis,c00076,activation$indirect effect,nos3
Fluid shear stress and atherosclerosis,mef2a*mef2c,expression,klf2
Fluid shear stress and atherosclerosis,pecam1,activation$indirect effect,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Fluid shear stress and atherosclerosis,map2k5,activation$phosphorylation,mapk7
Fluid shear stress and atherosclerosis,keap1,dissociation,nfe2l2
