pathway,source,interactiontype,target
M NFolate biosynthesis,GPHN,compound,GPHN
M NFolate biosynthesis,DHFR*DHFR2,compound,SPR
M NFolate biosynthesis,GPHN,compound,MOCOS
M NFolate biosynthesis,DHFR*DHFR2,compound,FPGS
M NFolate biosynthesis,PTS,compound,AKR1C3
M NFolate biosynthesis,DHFR*DHFR2,compound,CBR1
M NFolate biosynthesis,AKR1B1*AKR1B15*AKR1B10,compound,TPH2*TPH1
M NFolate biosynthesis,DHFR*DHFR2,compound,FPGS
M NFolate biosynthesis,PCBD1*PCBD2,compound,TH
M NFolate biosynthesis,FPGS,compound,
M NFolate biosynthesis,DHFR*DHFR2,compound,TPH2*TPH1
M NFolate biosynthesis,ALPI*ALPL*ALPP*ALPG,compound,PTS
M NFolate biosynthesis,AKR1B1*AKR1B15*AKR1B10,compound,TH
M NFolate biosynthesis,PCBD1*PCBD2,compound,PAH
M NFolate biosynthesis,FPGS,compound,GGH
M NFolate biosynthesis,GCH1,compound,ALPI*ALPL*ALPP*ALPG
M NFolate biosynthesis,DHFR*DHFR2,compound,TH
M NFolate biosynthesis,QDPR,compound,PAH
M NFolate biosynthesis,AKR1B1*AKR1B15*AKR1B10,compound,DHFR*DHFR2
M NFolate biosynthesis,PCBD1*PCBD2,compound,TPH2*TPH1
M NFolate biosynthesis,DHFR*DHFR2,compound,QDPR
M NFolate biosynthesis,DHFR*DHFR2,compound,PAH
M NFolate biosynthesis,DHFR*DHFR2,compound,GGH
M NFolate biosynthesis,AKR1C3,compound,SPR
M NFolate biosynthesis,QDPR,compound,PCBD1*PCBD2
M NFolate biosynthesis,FPGS,compound,DHFR*DHFR2
M NFolate biosynthesis,PTS,compound,AKR1B1*AKR1B15*AKR1B10
M NFolate biosynthesis,GCH1,compound,PTS
M NFolate biosynthesis,PTS,compound,SPR
M NFolate biosynthesis,AKR1C3,compound,CBR1
M NFolate biosynthesis,PTS,compound,CBR1
M NGalactose metabolism,GLA,compound,GLB1
M NGalactose metabolism,GALM,compound,GLA
M NGalactose metabolism,GLB1,compound,B4GALT1*LALBA*B4GALT2
M NGalactose metabolism,GALM,compound,LCT
M NGalactose metabolism,GLA,compound,GLB1
M NGalactose metabolism,GALM,compound,GLA
M NGalactose metabolism,LCT,compound,B4GALT1*LALBA*B4GALT2
M NGalactose metabolism,GLA,compound,GLB1
M NGalactose metabolism,GALM,compound,GLA
M NGalactose metabolism,GLA,compound,GAA*GANC*MGAM*MGAM2
M NGalactose metabolism,GLA,compound,GLB1
M NGalactose metabolism,GALM,compound,AKR1B1*AKR1B15*AKR1B10
M NGalactose metabolism,HK1*HK2*HK3*HKDC1,compound,PGM1*PGM2
M NGalactose metabolism,AKR1B1*AKR1B15*AKR1B10,compound,GLB1
M NGalactose metabolism,GLA,compound,GAA*GANC*MGAM*MGAM2
M NGalactose metabolism,HK1*HK2*HK3*HKDC1,compound,
M NGalactose metabolism,GLA,compound,LCT
M NGalactose metabolism,GLA,compound,LCT
M NGalactose metabolism,GLA,compound,SI
M NGalactose metabolism,GCK,compound,PGM1*PGM2
M NGalactose metabolism,GALM,compound,GLA
M NGalactose metabolism,GLA,compound,LCT
M NGalactose metabolism,GCK,compound,LCT
M NGalactose metabolism,GCK,compound,
M NGalactose metabolism,GLA,compound,LCT
M NGalactose metabolism,HK1*HK2*HK3*HKDC1,compound,LCT
M NGalactose metabolism,G6PC*G6PC2*G6PC3,compound,PGM1*PGM2
M NGalactose metabolism,AKR1B1*AKR1B15*AKR1B10,compound,LCT
M NGalactose metabolism,LCT,compound,G6PC*G6PC2*G6PC3
M NGalactose metabolism,G6PC*G6PC2*G6PC3,compound,
M NGalactose metabolism,AKR1B1*AKR1B15*AKR1B10,compound,GLA
M NGalactose metabolism,GCK,compound,GLB1
M NGalactose metabolism,PGM1*PGM2,compound,
M NGalactose metabolism,AKR1B1*AKR1B15*AKR1B10,compound,GLA
M NGalactose metabolism,HK1*HK2*HK3*HKDC1,compound,GLB1
M NGalactose metabolism,GLA,compound,GLA
M NGalactose metabolism,AKR1B1*AKR1B15*AKR1B10,compound,GLA
M NGalactose metabolism,GLB1,compound,G6PC*G6PC2*G6PC3
M NGalactose metabolism,GLA,compound,SI
M NGalactose metabolism,AKR1B1*AKR1B15*AKR1B10,compound,GLA
M NGalactose metabolism,PGM1*PGM2,compound,UGP2
M NGalactose metabolism,GLA,compound,GAA*GANC*MGAM*MGAM2
M NGalactose metabolism,GALE,compound,
M NGalactose metabolism,GALE,compound,UGP2
M NGalactose metabolism,GLA,compound,SI
M NGalactose metabolism,UGP2,compound,
M NGalactose metabolism,UGP2,compound,GALT
M NGalactose metabolism,GALT,compound,GALK1
M NGalactose metabolism,GALT,compound,
M NGalactose metabolism,UGP2,compound,GALT
M NGalactose metabolism,GALM,compound,
M NGalactose metabolism,G6PC*G6PC2*G6PC3,compound,
M NGalactose metabolism,GALE,compound,GALT
M NGalactose metabolism,GALM,compound,GALK1
M NGalactose metabolism,HK1*HK2*HK3*HKDC1,compound,
M NGalactose metabolism,GALE,compound,GALT
M NGalactose metabolism,,compound,GALK1
M NGalactose metabolism,GCK,compound,
M NGalactose metabolism,GLA,compound,GLA
M NGalactose metabolism,GALM,compound,GLB1
M NGalactose metabolism,LCT,compound,
M NGalactose metabolism,B4GALT1*LALBA*B4GALT2,compound,GALT
M NGalactose metabolism,GLB1,compound,
M NGalactose metabolism,B4GALT1*LALBA*B4GALT2,compound,GALE
M NGlutathione metabolism,SMS,compound,SRM
M NGlutathione metabolism,GGCT,compound,ANPEP
M NGlutathione metabolism,GSS,compound,GGCT
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,ANPEP
M NGlutathione metabolism,OPLAH,compound,
M NGlutathione metabolism,GGCT,compound,GCLC*GCLM
M NGlutathione metabolism,LAP3,compound,GCLC*GCLM
M NGlutathione metabolism,GCLC*GCLM,compound,
M NGlutathione metabolism,LAP3,compound,
M NGlutathione metabolism,ANPEP,compound,NAT8
M NGlutathione metabolism,LAP3,compound,GGCT
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,LAP3
M NGlutathione metabolism,GSR,compound,LANCL1*GSTO2*GSTA5*GSTT4*HPGDS*GSTA1*GSTA2*GSTA3*GSTA4*GSTM1*GSTM2*GSTM3*GSTM4*GSTM5*GSTP1*GSTT1*GSTT2*GSTK1*MGST1*MGST2*MGST3*GSTT2B*GSTO1
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GPX6*GPX1*GPX2*GPX3*GPX5*GPX7*GPX8
M NGlutathione metabolism,GSS,compound,GPX6*GPX1*GPX2*GPX3*GPX5*GPX7*GPX8
M NGlutathione metabolism,GGCT,compound,OPLAH
M NGlutathione metabolism,LAP3,compound,
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GSS
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GSR
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,TXNDC12
M NGlutathione metabolism,OPLAH,compound,GGCT
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GPX6*GPX1*GPX2*GPX3*GPX5*GPX7*GPX8
M NGlutathione metabolism,OPLAH,compound,GGT6*GGT1*GGT7*GGT5
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GPX4
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GSS
M NGlutathione metabolism,LANCL1*GSTO2*GSTA5*GSTT4*HPGDS*GSTA1*GSTA2*GSTA3*GSTA4*GSTM1*GSTM2*GSTM3*GSTM4*GSTM5*GSTP1*GSTT1*GSTT2*GSTK1*MGST1*MGST2*MGST3*GSTT2B*GSTO1,compound,GPX6*GPX1*GPX2*GPX3*GPX5*GPX7*GPX8
M NGlutathione metabolism,,compound,ANPEP
M NGlutathione metabolism,ANPEP,compound,GGT6*GGT1*GGT7*GGT5
M NGlutathione metabolism,GSS,compound,TXNDC12
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,
M NGlutathione metabolism,GSS,compound,LANCL1*GSTO2*GSTA5*GSTT4*HPGDS*GSTA1*GSTA2*GSTA3*GSTA4*GSTM1*GSTM2*GSTM3*GSTM4*GSTM5*GSTP1*GSTT1*GSTT2*GSTK1*MGST1*MGST2*MGST3*GSTT2B*GSTO1
M NGlutathione metabolism,GGCT,compound,
M NGlutathione metabolism,,compound,ANPEP
M NGlutathione metabolism,,compound,GCLC*GCLM
M NGlutathione metabolism,GSS,compound,GPX4
M NGlutathione metabolism,LANCL1*GSTO2*GSTA5*GSTT4*HPGDS*GSTA1*GSTA2*GSTA3*GSTA4*GSTM1*GSTM2*GSTM3*GSTM4*GSTM5*GSTP1*GSTT1*GSTT2*GSTK1*MGST1*MGST2*MGST3*GSTT2B*GSTO1,compound,TXNDC12
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,LAP3
M NGlutathione metabolism,ODC1,compound,SRM
M NGlutathione metabolism,LANCL1*GSTO2*GSTA5*GSTT4*HPGDS*GSTA1*GSTA2*GSTA3*GSTA4*GSTM1*GSTM2*GSTM3*GSTM4*GSTM5*GSTP1*GSTT1*GSTT2*GSTK1*MGST1*MGST2*MGST3*GSTT2B*GSTO1,compound,GPX4
M NGlutathione metabolism,GSR,compound,GSS
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,TXNDC12
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GPX4
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,LANCL1*GSTO2*GSTA5*GSTT4*HPGDS*GSTA1*GSTA2*GSTA3*GSTA4*GSTM1*GSTM2*GSTM3*GSTM4*GSTM5*GSTP1*GSTT1*GSTT2*GSTK1*MGST1*MGST2*MGST3*GSTT2B*GSTO1
M NGlutathione metabolism,GGCT,compound,GGT6*GGT1*GGT7*GGT5
M NGlutathione metabolism,OPLAH,compound,GCLC*GCLM
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,LANCL1*GSTO2*GSTA5*GSTT4*HPGDS*GSTA1*GSTA2*GSTA3*GSTA4*GSTM1*GSTM2*GSTM3*GSTM4*GSTM5*GSTP1*GSTT1*GSTT2*GSTK1*MGST1*MGST2*MGST3*GSTT2B*GSTO1
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GSR
M NGlutathione metabolism,GGCT,compound,
M NGlutathione metabolism,LANCL1*GSTO2*GSTA5*GSTT4*HPGDS*GSTA1*GSTA2*GSTA3*GSTA4*GSTM1*GSTM2*GSTM3*GSTM4*GSTM5*GSTP1*GSTT1*GSTT2*GSTK1*MGST1*MGST2*MGST3*GSTT2B*GSTO1,compound,GGT6*GGT1*GGT7*GGT5
M NGlutathione metabolism,GSS,compound,ANPEP
M NGlutathione metabolism,GCLC*GCLM,compound,GGCT
M NGlutathione metabolism,GSS,compound,
M NGlutathione metabolism,ANPEP,compound,GGT6*GGT1*GGT7*GGT5
M NGlutathione metabolism,GSS,compound,GCLC*GCLM
M NGlutathione metabolism,GCLC*GCLM,compound,ANPEP
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GCLC*GCLM
M NGlutathione metabolism,,compound,ANPEP
M NGlutathione metabolism,,compound,GCLC*GCLM
M NGlutathione metabolism,CHAC2*CHAC1,compound,GSS
M NGlutathione metabolism,LANCL1*GSTO2*GSTA5*GSTT4*HPGDS*GSTA1*GSTA2*GSTA3*GSTA4*GSTM1*GSTM2*GSTM3*GSTM4*GSTM5*GSTP1*GSTT1*GSTT2*GSTK1*MGST1*MGST2*MGST3*GSTT2B*GSTO1,compound,PRDX6
M NGlutathione metabolism,CHAC2*CHAC1,compound,LANCL1*GSTO2*GSTA5*GSTT4*HPGDS*GSTA1*GSTA2*GSTA3*GSTA4*GSTM1*GSTM2*GSTM3*GSTM4*GSTM5*GSTP1*GSTT1*GSTT2*GSTK1*MGST1*MGST2*MGST3*GSTT2B*GSTO1
M NGlutathione metabolism,CHAC2*CHAC1,compound,GPX4
M NGlutathione metabolism,GSS,compound,PRDX6
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,PRDX6
M NGlutathione metabolism,CHAC2*CHAC1,compound,GPX6*GPX1*GPX2*GPX3*GPX5*GPX7*GPX8
M NGlutathione metabolism,CHAC2*CHAC1,compound,TXNDC12
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,PRDX6
M NGlutathione metabolism,GGCT,compound,CHAC2*CHAC1
M NGlutathione metabolism,OPLAH,compound,CHAC2*CHAC1
M NGlutathione metabolism,GGCT,compound,CHAC2*CHAC1
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GGT6*GGT1*GGT7*GGT5
M NGlutathione metabolism,CHAC2*CHAC1,compound,GGT6*GGT1*GGT7*GGT5
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,CHAC2*CHAC1
M NGlutathione metabolism,LAP3,compound,CHAC2*CHAC1
M NGlutathione metabolism,ANPEP,compound,CHAC2*CHAC1
M NGlutathione metabolism,NAT8,compound,LAP3
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,LAP3
M NGlutathione metabolism,LAP3,compound,GSS
M NGlutathione metabolism,,compound,LAP3
M NGlutathione metabolism,CHAC2*CHAC1,compound,PRDX6
M NGlutathione metabolism,CHAC2*CHAC1,compound,GGT6*GGT1*GGT7*GGT5
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,GGT6*GGT1*GGT7*GGT5
M NGlutathione metabolism,CHAC2*CHAC1,compound,GSR
M NGlutathione metabolism,GGT6*GGT1*GGT7*GGT5,compound,CHAC2*CHAC1
M NGlycine serine and threonine metabolism,PSPH,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,SRR
M NGlycine serine and threonine metabolism,PSPH,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,PSPH
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,
M NGlycine serine and threonine metabolism,DAO,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,AGXT
M NGlycine serine and threonine metabolism,ALAS1*ALAS2,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,AGXT
M NGlycine serine and threonine metabolism,MAOA*MAOB,compound,
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,
M NGlycine serine and threonine metabolism,AOC2*AOC3,compound,
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,
M NGlycine serine and threonine metabolism,CTH,compound,
M NGlycine serine and threonine metabolism,SRR,compound,
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,
M NGlycine serine and threonine metabolism,SRR,compound,
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,SHMT1*SHMT2
M NGlycine serine and threonine metabolism,SRR,compound,
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,AGXT
M NGlycine serine and threonine metabolism,AGXT,compound,GRHPR
M NGlycine serine and threonine metabolism,SRR,compound,
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,GATM
M NGlycine serine and threonine metabolism,PHGDH,compound,PSAT1
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,GATM
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,PIPOX
M NGlycine serine and threonine metabolism,PSAT1,compound,PSPH
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,PIPOX
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,SARDH
M NGlycine serine and threonine metabolism,AGXT,compound,CBSL*CBS
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,SARDH
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,GNMT
M NGlycine serine and threonine metabolism,AGXT,compound,AGXT
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,GNMT
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,
M NGlycine serine and threonine metabolism,AGXT,compound,SHMT1*SHMT2
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,GCAT
M NGlycine serine and threonine metabolism,AGXT,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,GCAT
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,ALAS1*ALAS2
M NGlycine serine and threonine metabolism,AGXT,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,ALAS1*ALAS2
M NGlycine serine and threonine metabolism,AGXT*AGXT2,compound,GLDC
M NGlycine serine and threonine metabolism,AGXT,compound,PSPH
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,GLDC
M NGlycine serine and threonine metabolism,GRHPR,compound,GLYCTK
M NGlycine serine and threonine metabolism,AGXT,compound,CBSL*CBS
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,DAO
M NGlycine serine and threonine metabolism,GLYCTK,compound,PGAM4*PGAM1*PGAM2*BPGM
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,SHMT1*SHMT2
M NGlycine serine and threonine metabolism,AGXT,compound,PIPOX
M NGlycine serine and threonine metabolism,PHGDH,compound,PGAM4*PGAM1*PGAM2*BPGM
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,AGXT,compound,SARDH
M NGlycine serine and threonine metabolism,,compound,PGAM4*PGAM1*PGAM2*BPGM
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,AGXT,compound,GNMT
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,PSPH
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,AGXT,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,AGXT,compound,GCAT
M NGlycine serine and threonine metabolism,,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,AGXT,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,AGXT,compound,ALAS1*ALAS2
M NGlycine serine and threonine metabolism,AGXT,compound,PSPH
M NGlycine serine and threonine metabolism,AGXT,compound,GLDC
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,AGXT,compound,DAO
M NGlycine serine and threonine metabolism,SRR,compound,
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,GATM,compound,PIPOX
M NGlycine serine and threonine metabolism,PIPOX,compound,DMGDH
M NGlycine serine and threonine metabolism,PSPH,compound,SHMT1*SHMT2
M NGlycine serine and threonine metabolism,GATM,compound,SARDH
M NGlycine serine and threonine metabolism,SARDH,compound,DMGDH
M NGlycine serine and threonine metabolism,PSPH,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,GATM,compound,GNMT
M NGlycine serine and threonine metabolism,GNMT,compound,DMGDH
M NGlycine serine and threonine metabolism,PSPH,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,GATM,compound,
M NGlycine serine and threonine metabolism,CHDH,compound,ALDH7A1
M NGlycine serine and threonine metabolism,GATM,compound,GCAT
M NGlycine serine and threonine metabolism,ALDH7A1,compound,BHMT
M NGlycine serine and threonine metabolism,GATM,compound,ALAS1*ALAS2
M NGlycine serine and threonine metabolism,BHMT,compound,DMGDH
M NGlycine serine and threonine metabolism,GATM,compound,GLDC
M NGlycine serine and threonine metabolism,GAMT,compound,GATM
M NGlycine serine and threonine metabolism,GATM,compound,DAO
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,AMT
M NGlycine serine and threonine metabolism,PIPOX,compound,
M NGlycine serine and threonine metabolism,AMT,compound,DLD
M NGlycine serine and threonine metabolism,PIPOX,compound,GCAT
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,
M NGlycine serine and threonine metabolism,GLDC,compound,DLD
M NGlycine serine and threonine metabolism,PIPOX,compound,ALAS1*ALAS2
M NGlycine serine and threonine metabolism,AGXT,compound,GATM
M NGlycine serine and threonine metabolism,PIPOX,compound,GLDC
M NGlycine serine and threonine metabolism,ALAS1*ALAS2,compound,GLDC
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,CTH
M NGlycine serine and threonine metabolism,PSPH,compound,SRR
M NGlycine serine and threonine metabolism,GCAT,compound,DAO
M NGlycine serine and threonine metabolism,GLDC,compound,DAO
M NGlycine serine and threonine metabolism,AGXT,compound,SRR
M NGlycine serine and threonine metabolism,GCAT,compound,GLDC
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,SRR
M NGlycine serine and threonine metabolism,GCAT,compound,ALAS1*ALAS2
M NGlycine serine and threonine metabolism,AGXT,compound,SRR
M NGlycine serine and threonine metabolism,,compound,DAO
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,SRR
M NGlycine serine and threonine metabolism,,compound,GLDC
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,SRR
M NGlycine serine and threonine metabolism,,compound,ALAS1*ALAS2
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,SRR
M NGlycine serine and threonine metabolism,,compound,GCAT
M NGlycine serine and threonine metabolism,GRHPR,compound,
M NGlycine serine and threonine metabolism,GNMT,compound,DAO
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,GNMT,compound,GLDC
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,GNMT,compound,GCAT
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,GNMT,compound,ALAS1*ALAS2
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,GNMT,compound,
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,SARDH,compound,DAO
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,
M NGlycine serine and threonine metabolism,SARDH,compound,ALAS1*ALAS2
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,
M NGlycine serine and threonine metabolism,SARDH,compound,GLDC
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,
M NGlycine serine and threonine metabolism,SARDH,compound,GCAT
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,
M NGlycine serine and threonine metabolism,PIPOX,compound,DAO
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,SARDH,compound,
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,AGXT
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,ALAS1*ALAS2,compound,DAO
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,SDS*SDSL
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,SHMT1*SHMT2
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,AGXT
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,
M NGlycine serine and threonine metabolism,,compound,PHGDH
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,
M NGlycine serine and threonine metabolism,AGXT,compound,SRR
M NGlycine serine and threonine metabolism,AGXT,compound,PSPH
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,PSPH,compound,
M NGlycine serine and threonine metabolism,AGXT,compound,
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,
M NGlycine serine and threonine metabolism,CBSL*CBS,compound,AGXT
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,
M NGlycine serine and threonine metabolism,AGXT,compound,AGXT
M NGlycine serine and threonine metabolism,SHMT1*SHMT2,compound,AGXT
M NGlycine serine and threonine metabolism,,compound,AGXT
M NGlycine serine and threonine metabolism,PSPH,compound,
M NGlycine serine and threonine metabolism,,compound,AGXT
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,
M NGlycine serine and threonine metabolism,SDS*SDSL,compound,AGXT
